candidate_id,resume_file_name,candidate_name,primary_domain,primary_role,years_experience,highest_education,education_field,institution_tier,technical_skills_raw,tools_platforms_raw,soft_skills_raw,experience_summary,project_summary,key_achievements,management_experience_flag,people_management_flag,project_management_experience_flag,agile_scrum_experience_flag,client_facing_experience_flag,delivery_lead_experience_flag,cloud_experience_flag,ml_experience_flag,compliance_experience_flag,enterprise_systems_experience_flag,offshore_onsite_model_experience_flag,multi_vendor_coordination_flag,process_compliance_experience_flag,documentation_heavy_role_flag,mentoring_experience_flag,stakeholder_management_experience_flag,resume_length_words,keyword_density_score,profile_completeness_score
CND_103208,FullStackDeveloper_3208.pdf,Candidate_3208,IT,Full Stack Developer,6,MBA,Information Technology,Tier-2,"Python, Linux, Git, SQL","ServiceNow, AWS","Communication, Problem Solving","Over 6 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 27% and reduced rework or delays.,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,53,0.73,0.6
CND_103209,resume_3209_Litigation_Lawyer.pdf,Candidate_3209,Legal,Litigation Lawyer,9,MBA,Law,Tier-1,"Due Diligence, Contract Drafting, Legal Research, Compliance","Jira, AWS","Teamwork, Communication","9+ years of experience in legal roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of legal projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 26% and reduced rework or delays.,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,57,0.87,0.67
CND_103210,IT_candidate_3210.pdf,Candidate_3210,IT,Cloud Engineer,8,LLM,Information Technology,Tier-1,"Python, Java, AWS, SQL","GCP, ServiceNow","Problem Solving, Teamwork","Over 8 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 37% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,55,0.36,0.81
CND_103211,profile_3211.pdf,Candidate_3211,Legal,Compliance Officer,10,Bachelors,Law,Tier-3,"Compliance, Contract Drafting, Due Diligence, Legal Research","Azure, AWS","Communication, Problem Solving","Over 10 years delivering solutions in legal, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of legal projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 33% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,58,0.75,0.61
CND_103212,profile_3212.pdf,Candidate_3212,IT,Full Stack Developer,8,Masters,Computer Science,Tier-2,"Python, Java, Linux, Docker","Confluence, ServiceNow","Leadership, Teamwork","Hands-on it professional with 8+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 16% and helped reduce incidents or defects through better practices.,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,49,0.73,0.61
CND_103213,profile_3213.pdf,Candidate_3213,Data Science,ML Engineer,4,MBA,Statistics,Tier-3,"Machine Learning, Power BI, Pandas, Python","Jira, Azure","Leadership, Teamwork","Over 4 years delivering solutions in data science, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 25% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,59,0.79,0.9
CND_103214,MLEngineer_3214.pdf,Candidate_3214,Data Science,ML Engineer,3,Masters,Mathematics,Tier-1,"NLP, Power BI, Pandas, Python","Azure, Confluence","Problem Solving, Teamwork","Hands-on data science professional with 3+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of data science projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 11% and reduced rework or delays.,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,55,0.48,0.91
CND_103215,resume_3215_Software_Engineer.pdf,Candidate_3215,IT,Software Engineer,6,LLM,Computer Science,Tier-1,"Kubernetes, Java, Python, SQL","Jira, Azure","Client Handling, Problem Solving","Over 6 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 11% and reduced rework or delays.,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,51,0.4,0.87
CND_103216,profile_3216.pdf,Candidate_3216,Data Science,Data Scientist,10,MBA,Mathematics,Tier-2,"Pandas, Python, NLP, Power BI","Azure, AWS","Communication, Leadership","Hands-on data science professional with 10+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Supported initiatives that increased team productivity by 18% and reduced rework or delays.,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,55,0.87,0.87
CND_103217,resume_3217_Software_Engineer.pdf,Candidate_3217,IT,Software Engineer,10,LLM,Computer Science,Tier-3,"Python, Java, AWS, SQL","Azure, ServiceNow","Leadership, Client Handling","10+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.","Contributed to 20% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,54,0.32,0.73
CND_103218,IT_candidate_3218.pdf,Candidate_3218,IT,DevOps Engineer,4,MBA,Information Technology,Tier-1,"Python, Docker, Java, Git","Azure, Confluence","Client Handling, Problem Solving","4+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 14% and helped reduce incidents or defects through better practices.,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,57,0.43,0.76
CND_103219,IT_candidate_3219.pdf,Candidate_3219,IT,Junior Software Engineer,4,LLM,,Tier-3,"Git, Python, Kubernetes, Java","Azure, Confluence","Communication, Problem Solving","Hands-on it professional with 4+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.","Contributed to 41% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,51,0.81,0.82
CND_103220,resume_3220_Software_Engineer.pdf,Candidate_3220,IT,Software Engineer,5,LLM,Computer Science,Tier-3,"Python, Kubernetes, SQL, Git","Confluence, GCP","Client Handling, Leadership","Hands-on it professional with 5+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 44% and reduced rework or delays.,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,49,0.35,0.56
CND_103221,profile_3221.pdf,Candidate_3221,IT,Junior Software Engineer,2,Masters,Information Technology,Tier-3,"Git, Kubrenetes, Linux, Docker","Jira, ServiceNow","Teamwork, Client Handling","Hands-on it professional with 2+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 21% and helped reduce incidents or defects through better practices.,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,55,0.47,0.71
CND_103222,resume_3222_Cloud_Engineer.pdf,Candidate_3222,IT,Cloud Engineer,6,Bachelors,Information Technology,Tier-3,"Docker, Linux, Kubernetes, Git","Azure, ServiceNow","Problem Solving, Communication","Over 6 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 45% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,54,0.88,0.72
CND_103223,resume_3223_Legal_Associate.pdf,Candidate_3223,Legal,Legal Associate,2,Masters,Law,Tier-3,"Due Diligence, Compliance, Legal Research, Contract Drafting","Confluence, Jira","Leadership, Teamwork","Hands-on legal professional with 2+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple legal initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 17% and reduced rework or delays.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,51,0.87,0.57
CND_103224,ProjectCoordinator_3224.pdf,Candidate_3224,Management,Project Coordinator,2,MBA,Management,Tier-3,"Strategy, Risk Management, Agile, Stakeholder Management","GCP, Jira","Leadership, Teamwork","2+ years of experience in management roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of management projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 44% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,58,0.45,0.91
CND_103225,profile_3225.pdf,Candidate_3225,IT,DevOps Engineer,5,LLM,Computer Science,Tier-1,"Java, Linux, Git, AWS","AWS, Jira","Teamwork, Problem Solving","5+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 28% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,56,0.89,0.64
CND_103226,JuniorDataScientist_3226.pdf,Candidate_3226,Data Science,Junior Data Scientist,1,MBA,Statistics,Tier-2,"Pandas, Python, Machine Learning, SQL","Confluence, ServiceNow","Teamwork, Problem Solving","Hands-on data science professional with 1+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of data science projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 43% and reduced rework or delays.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,55,0.47,0.83
CND_103227,profile_3227.pdf,Candidate_3227,IT,DevOps Engineer,7,Masters,Information Technology,Tier-1,"Git, SQL, Linux, Docker","Confluence, ServiceNow","Communication, Leadership","7+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.","Contributed to 30% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,53,0.45,0.79
CND_103228,resume_3228_Senior_Software_Engineer.pdf,Candidate_3228,IT,Senior Software Engineer,18,Masters,Information Technology,Tier-2,"Kubernetes, Java, Linux, Git","AWS, GCP","Leadership, Teamwork","18+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 35% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,57,0.75,0.74
CND_103229,resume_3229_Senior_Software_Engineer.pdf,Candidate_3229,IT,Senior Software Engineer,8,LLM,Computer Science,Tier-2,"AWS, Java, Git, Kubernetes","GCP, Confluence","Communication, Client Handling","Hands-on it professional with 8+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 38% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,54,0.34,0.81
CND_103230,Data Science_candidate_3230.pdf,Candidate_3230,Data Science,ML Engineer,7,MBA,Mathematics,Tier-2,"Machine Learning, TensorFlow, NLP, Python","GCP, Azure","Problem Solving, Communication","7+ years of experience in data science roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 43% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,60,0.3,0.78
CND_103231,profile_3231.pdf,Candidate_3231,Legal,Compliance Officer,7,MBA,Law,Tier-1,"Due Diligence, Compliance, Legal Research, Contract Drafting","Confluence, Jira","Communication, Client Handling","Hands-on legal professional with 7+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple legal initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 44% and reduced rework or delays.,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,52,0.61,0.61
CND_103232,profile_3232.pdf,Candidate_3232,IT,Senior Software Engineer,15,MBA,Computer Science,Tier-2,"SQL, Java, Kubernetes, Linux","Confluence, GCP","Client Handling, Communication","Hands-on it professional with 15+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.","Contributed to 31% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,51,0.75,0.68
CND_103233,profile_3233.pdf,Candidate_3233,Data Science,Junior Data Scientist,2,MBA,Statistics,Tier-2,"Python, NLP, TensorFlow, Power BI","Azure, Confluence","Problem Solving, Client Handling","Over 2 years delivering solutions in data science, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of data science projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 21% and helped reduce incidents or defects through better practices.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,58,0.75,0.67
CND_103234,resume_3234_Software_Engineer.pdf,Candidate_3234,IT,Software Engineer,10,LLM,Computer Science,Tier-2,"AWS, Git, Kubernetes, Linux","ServiceNow, Jira","Teamwork, Leadership","Hands-on it professional with 10+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Supported initiatives that increased team productivity by 25% and reduced rework or delays.,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,53,0.71,0.71
CND_103235,resume_3235_Junior_Data_Scientist.pdf,Candidate_3235,Data Science,Junior Data Scientist,3,Masters,Statistics,Tier-2,"SQL, Python, TensorFlow, Machine Learning","Confluence, Jira","Leadership, Client Handling","Over 3 years delivering solutions in data science, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 39% and reduced rework or delays.,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,53,0.52,0.73
CND_103236,profile_3236.pdf,Candidate_3236,IT,Full Stack Developer,3,Bachelors,Computer Science,Tier-1,"Docker, Java, SQL, Ptyhon","GCP, ServiceNow","Communication, Teamwork","Over 3 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 26% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,54,0.55,0.9
CND_103237,resume_3237_Software_Engineer.pdf,Candidate_3237,IT,Software Engineer,7,LLM,Computer Science,Tier-2,"Dockre, Git, Linux, Java","AWS, GCP","Teamwork, Communication","Hands-on it professional with 7+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 20% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,52,0.51,0.78
CND_103238,resume_3238_Senior_Software_Engineer.pdf,Candidate_3238,IT,Senior Software Engineer,13,Bachelors,Information Technology,Tier-3,"Git, Docker, Java, SQL","Jira, GCP","Teamwork, Client Handling","Hands-on it professional with 13+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 15% and reduced rework or delays.,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,52,0.73,0.67
CND_103239,HRExecutive_3239.pdf,Candidate_3239,HR,HR Executive,3,MBA,Human Resources,Tier-2,"HRMS, Payroll, HR Analytics, Recruitment","ServiceNow, AWS","Leadership, Communication","Hands-on hr professional with 3+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 19% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,56,0.32,0.76
CND_103240,resume_3240_Cloud_Engineer.pdf,Candidate_3240,IT,Cloud Engineer,8,Masters,Computer Science,Tier-3,"Linux, Java, Python, Git","Jira, GCP","Leadership, Client Handling","Over 8 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 37% and helped reduce incidents or defects through better practices.,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,51,0.5,0.61
CND_103241,HR_candidate_3241.pdf,Candidate_3241,HR,Talent Acquisition Specialist,3,Masters,Human Resources,Tier-3,"Employee Engagement, HR Analytics, HRMS, Recuritment","Confluence, AWS","Client Handling, Teamwork","Over 3 years delivering solutions in hr, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Supported initiatives that increased team productivity by 10% and reduced rework or delays.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,57,0.51,0.87
CND_103242,profile_3242.pdf,Candidate_3242,Data Science,Data Scientist,6,,Data Science,Tier-2,"Python, Power BI, Machine Learning, NLP","Confluence, Jira","Communication, Problem Solving","6+ years of experience in data science roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 34% and reduced rework or delays.,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,56,0.4,0.72
CND_103243,IT_candidate_3243.pdf,Candidate_3243,IT,Junior Software Engineer,4,Bachelors,Information Technology,Tier-3,"AWS, Java, SQL, Python","ServiceNow, AWS","Communication, Client Handling","Over 4 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Supported initiatives that increased team productivity by 44% and reduced rework or delays.,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,55,0.77,0.62
CND_103244,profile_3244.pdf,Candidate_3244,IT,Cloud Engineer,5,LLM,Computer Science,Tier-2,"Git, AWS, Java, Docker","Jira, AWS","Problem Solving, Communication","Hands-on it professional with 5+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 28% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,53,0.52,0.95
CND_103245,resume_3245_DevOps_Engineer.pdf,Candidate_3245,IT,DevOps Engineer,6,Bachelors,Information Technology,Tier-3,"AWS, Linux, Jaav, Python","Azure, ServiceNow","Problem Solving, Teamwork","Over 6 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 17% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,57,0.87,0.91
CND_103246,TalentAcquisitionSpecialist_3246.pdf,Candidate_3246,HR,Talent Acquisition Specialist,7,LLM,Human Resources,Tier-3,"Employee Engagement, HRMS, Payroll, Recruitment","Azure, GCP","Teamwork, Client Handling","Over 7 years delivering solutions in hr, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 20% and helped reduce incidents or defects through better practices.,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,57,0.47,0.68
CND_103247,resume_3247_Senior_Software_Engineer.pdf,Candidate_3247,IT,Senior Software Engineer,19,LLM,Computer Science,Tier-1,"Python, Kbuernetes, AWS, Docker","Jira, AWS","Teamwork, Communication","19+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 14% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,55,0.82,0.57
CND_103248,FullStackDeveloper_3248.pdf,Candidate_3248,IT,Full Stack Developer,9,Masters,Information Technology,Tier-3,"AWS, Python, Linux, SQL","ServiceNow, Jira","Communication, Client Handling","Hands-on it professional with 9+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 27% and reduced rework or delays.,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,52,0.35,0.79
CND_103249,MLEngineer_3249.pdf,Candidate_3249,Data Science,ML Engineer,8,Bachelors,Data Science,Tier-2,"Machine Learning, NLP, Pandas, TensorFlow","Confluence, GCP","Problem Solving, Client Handling","8+ years of experience in data science roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 31% and helped reduce incidents or defects through better practices.,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,61,0.66,0.69
CND_103250,LegalAssociate_3250.pdf,Candidate_3250,Legal,Legal Associate,1,LLM,Law,Tier-2,"Due Diligence, Contract Drafting, Legal Research, Compliance","AWS, Jira","Leadership, Problem Solving","Over 1 years delivering solutions in legal, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of legal projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 28% and helped reduce incidents or defects through better practices.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,57,0.78,0.63
CND_103251,Legal_candidate_3251.pdf,Candidate_3251,Legal,Legal Associate,1,MBA,,Tier-2,"Copmliance, Due Diligence, Contract Draftign, Legal Research","GCP, AWS","Leadership, Client Handling","1+ years of experience in legal roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 28% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,62,0.34,0.79
CND_103252,resume_3252_DevOps_Engineer.pdf,Candidate_3252,IT,DevOps Engineer,9,,Information Technology,Tier-1,"Linux, Python, AWS, Java","GCP, AWS","Teamwork, Leadership","Hands-on it professional with 9+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 10% and helped reduce incidents or defects through better practices.,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,49,0.26,0.89
CND_103253,Data Science_candidate_3253.pdf,Candidate_3253,Data Science,ML Engineer,3,Masters,Data Science,Tier-2,"TensorFlow, Python, Machine Learning, SQL","Jira, GCP","Teamwork, Problem Solving","Over 3 years delivering solutions in data science, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Supported initiatives that increased team productivity by 40% and reduced rework or delays.,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,57,0.56,0.73
CND_103254,LitigationLawyer_3254.pdf,Candidate_3254,Legal,Litigation Lawyer,9,,Law,Tier-1,"Compliance, Due Diligence, Legal Research, Contract Drafting","ServiceNow, GCP","Communication, Client Handling","Over 9 years delivering solutions in legal, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of legal projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 40% and helped reduce incidents or defects through better practices.,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,57,0.37,0.63
CND_103255,resume_3255_DevOps_Engineer.pdf,Candidate_3255,IT,DevOps Engineer,9,Masters,Information Technology,Tier-3,"Docker, SQL, Git, Kubernetes","Jira, GCP","Teamwork, Leadership","Hands-on it professional with 9+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 19% and helped reduce incidents or defects through better practices.,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,54,0.7,0.59
CND_103256,profile_3256.pdf,Candidate_3256,IT,Cloud Engineer,8,LLM,Information Technology,Tier-1,"SQL, Git, Java, Linux","ServiceNow, GCP","Client Handling, Problem Solving","Hands-on it professional with 8+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 39% and helped reduce incidents or defects through better practices.,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,51,0.68,0.94
CND_103257,resume_3257_Data_Analyst.pdf,Candidate_3257,Data Science,Data Analyst,9,MBA,Statistics,Tier-2,"Python, Padnas, TensorFlow, Machine Learning","Azure, ServiceNow","Communication, Leadership","9+ years of experience in data science roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 20% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,60,0.84,0.76
CND_103258,resume_3258_Compliance_Officer.pdf,Candidate_3258,Legal,Compliance Officer,4,,Law,Tier-1,"Contract Drafting, Compliance, Due Diligence, Legal Research","Azure, GCP","Communication, Client Handling","4+ years of experience in legal roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple legal initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 32% and helped reduce incidents or defects through better practices.,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,56,0.75,0.61
CND_103259,profile_3259.pdf,Candidate_3259,IT,Full Stack Developer,5,MBA,Information Technology,Tier-2,"Git, Java, Docker, SQL","ServiceNow, Azure","Client Handling, Leadership","5+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 22% and reduced rework or delays.,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,52,0.7,0.79
CND_103260,HRBusinessPartner_3260.pdf,Candidate_3260,HR,HR Business Partner,8,Bachelors,Human Resources,Tier-3,"HRMS, Payroll, Recuritment, Employee Engagement","AWS, GCP","Client Handling, Communication","8+ years of experience in hr roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 28% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,60,0.53,0.58
CND_103261,JuniorSoftwareEngineer_3261.pdf,Candidate_3261,IT,Junior Software Engineer,2,LLM,,Tier-1,"Linux, Docker, Kubernetes, SQL","Azure, ServiceNow","Problem Solving, Client Handling","Hands-on it professional with 2+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 12% and reduced rework or delays.,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,53,0.89,0.91
CND_103262,IT_candidate_3262.pdf,Candidate_3262,IT,DevOps Engineer,5,Bachelors,Computer Science,Tier-3,"Docekr, AWS, Java, Python","Confluence, Jira","Teamwork, Problem Solving","Over 5 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 35% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,56,0.64,0.93
CND_103263,HR_candidate_3263.pdf,Candidate_3263,HR,HR Executive,2,MBA,,Tier-2,"HRMS, Recruitment, Payroll, Employee Engagement","Jira, Azure","Client Handling, Problem Solving","Over 2 years delivering solutions in hr, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple hr initiatives including migrations, enhancements and greenfield builds.","Contributed to 31% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,0.61,0.94
